what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554970306880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554970310337
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554970323291
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554970326276
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554970327671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554970329022
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554970333743
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554970367618
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554970368963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554970374877
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1554970377361
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1554970385176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1554970389803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1554970393249
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1554970411887
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1554970440373
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554970462019
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554970463573
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554970468279
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554970478191
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugView",1554970479738
