what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974108825
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974110701
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974111254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974115359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974128501
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974146143
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974148286
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974158967
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974168480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974171821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974268026
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974269588
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1554974278793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974322745
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974324941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974328894
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974331578
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1554974332906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974338306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974340548
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974378543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974380861
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554974381606
