what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554962787961
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554962809024
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554962820149
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554962822006
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1554962828762
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1554962848572
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1554962875051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1554962883607
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554962898081
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554962922117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554962924045
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554962941415
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1554962953490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554962986357
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554962986515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1554962990068
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554962997648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554962997803
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554962998608
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554963008016
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1554963018234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1554963019365
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554963025049
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554963025315
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1554963048064
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1554963049329
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1554963063841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554963095490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554963198424
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554963208293
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1554963212987
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1554963223321
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1554963228758
